Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2008030740593,2008-03-07 00:00:00,2008-02-01 00:00:00,PDX,Portland International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,35.0,20.0
2005042783474,2005-04-26 00:00:00,2005-04-04 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,80.94,Settled,40.47,Settle,22.0,40.47
2009101064497,2009-10-09 00:00:00,2009-07-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,13.88,Approved,13.88,Approve in Full,71.0,0.0
2005121997998,2005-12-13 00:00:00,2005-12-04 00:00:00,KOA,Kona International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,382.5,Settled,191.25,Settle,9.0,191.25
2007091932293,2007-09-18 00:00:00,2007-09-03 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Other,100.0,Settled,50.0,Settle,15.0,50.0
0411022L,2003-04-11 00:00:00,2003-02-23 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Other,Other,148.73,Denied,0.0,Deny,47.0,148.73
2005052385359,2005-05-20 00:00:00,2005-05-12 00:00:00,ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Other,75.9,Approved,75.9,Approve in Full,8.0,0.0
1022136M,2003-10-22 00:00:00,2003-10-12 00:00:00,RSW,Southwest Florida International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Settled,70.0,Settle,10.0,70.0
2006112716241,2006-11-20 00:00:00,2006-10-15 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Luggage (all types including footlockers),310.99,Denied,0.0,Deny,36.0,310.99
2009082662980,2009-08-25 00:00:00,2009-08-09 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),89.95,Denied,0.0,Deny,16.0,89.95
2005080289973,2005-07-27 00:00:00,2005-07-06 00:00:00,INL,Falls International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,404.0,Settled,181.8,Settle,21.0,222.2
0130185M,2004-01-30 00:00:00,2003-12-27 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones,137.41,Approved,137.41,Approve in Full,34.0,0.0
0130156M,2004-01-30 00:00:00,2004-01-08 00:00:00,LGB,Long Beach,Alaska Airlines,Property Damage,Checked Baggage,Other,30.5,Settled,20.33,Settle,22.0,10.170000000000002
2005101794661,2005-10-11 00:00:00,2005-09-25 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,99.99,Settled,49.99,Settle,16.0,49.99999999999999
2007062727547,2007-06-25 00:00:00,2007-05-10 00:00:00,JAX,Jacksonville International,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,8.7,Approved,8.7,Approve in Full,46.0,0.0
2005070188028,2005-06-28 00:00:00,2005-05-31 00:00:00,MSY,New Orleans International,Air Canada,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,271.02,Denied,0.0,Deny,28.0,271.02
2005092993466,2005-09-19 00:00:00,2005-09-05 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,205.91,Settled,102.96,Settle,14.0,102.95
2008111852408,2008-11-13 00:00:00,2008-09-29 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,68.4,Denied,0.0,Deny,45.0,68.4
2008121953602,2008-12-12 00:00:00,2008-07-10 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones; MP3 Players-(iPods; etc); Other; Watches - Inexpensive $100 or less,396.0,Denied,0.0,Deny,155.0,396.0
19674,2002-10-29 00:00:00,2002-10-15 00:00:00,CMH,Port Columbus International,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,97.0,Settled,35.0,Settle,14.0,62.0
2006071909704,2006-07-17 00:00:00,2006-05-26 00:00:00,RAP,Rapid City Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,250.0,Settled,125.0,Settle,52.0,125.0
2010010567105,2009-12-28 00:00:00,2008-12-05 11:00:00,ELP,El Paso International Airport,UAL,Passenger Property Loss,Checked Baggage,Alcoholic beverages,150.7,Denied,0.0,Deny,387.0,150.7
2007081730425,2007-08-15 00:00:00,2007-07-08 00:00:00,SAN,San Diego International,USAir,Property Damage,Checked Baggage,Cell Phones; Luggage (all types including footlockers),970.0,Settled,219.0,Settle,38.0,751.0
2005012774581,2005-01-10 00:00:00,2004-10-29 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),90.09,Denied,0.0,Deny,73.0,90.09
2007083131219,2007-08-30 00:00:00,2007-08-17 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Currency,10.25,Denied,0.0,Deny,13.0,10.25
2006102714686,2006-10-23 00:00:00,2006-10-07 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,260.36,Denied,0.0,Deny,16.0,260.36
2006032703711,2006-03-21 00:00:00,2006-03-10 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,100.0,Settle,11.0,100.0
2004101465056,2004-08-31 00:00:00,2004-06-17 00:00:00,TPA,Tampa International,America West,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,29.99,Approved,29.99,Approve in Full,75.0,0.0
2004062156638,2004-05-27 00:00:00,2004-05-13 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,34.0,Settled,17.0,Settle,14.0,17.0
2005071188549,2005-07-05 00:00:00,2005-06-16 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,14.03,Denied,0.0,Deny,19.0,14.03
2005041582633,2005-04-12 00:00:00,2005-03-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),320.0,Denied,0.0,Deny,14.0,320.0
2005012474070,2004-12-28 00:00:00,2004-11-26 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,750.0,Denied,0.0,Deny,32.0,750.0
2008041142511,2008-04-03 00:00:00,2008-03-21 00:00:00,OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checkpoint,Cell Phones,50.0,Approved,50.0,Approve in Full,13.0,0.0
2006052507019,2006-05-24 00:00:00,2006-05-11 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,250.0,Settled,210.0,Settle,13.0,40.0
2007073129384,2007-07-27 00:00:00,2007-06-21 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,1100.0,Settled,875.0,Settle,36.0,225.0
2004071459260,2004-06-29 00:00:00,2004-04-17 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,60.0,Approved,60.0,Approve in Full,73.0,0.0
2004092763902,2004-08-10 00:00:00,2004-08-02 00:00:00,DFW,Dallas-Fort Worth International Airport,USAir,Property Damage,Checked Baggage,Other,65.0,Approved,65.0,Approve in Full,8.0,0.0
2006012099885,2006-01-12 00:00:00,2005-12-17 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,584.15,Settled,292.07,Settle,26.0,292.08
2008041742732,2008-04-10 00:00:00,2008-03-01 00:00:00,OMA,Eppley Airfield,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,936.22,Approved,936.22,Approve in Full,40.0,0.0
2007091331866,2007-09-10 00:00:00,2007-04-24 00:00:00,SNA,John Wayne,Alaska Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Mirrors (including frames),484.95,Denied,0.0,Deny,139.0,484.95
2009071661304,2009-07-09 00:00:00,2009-06-27 00:00:00,GSO,Piedmont Triad International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,418.0,Denied,0.0,Deny,12.0,418.0
2007091431890,2007-09-10 00:00:00,2007-03-02 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Paintings and Pictures (including frames; etchings; photos; etc),250.0,Denied,0.0,Deny,192.0,250.0
2007071928713,2007-07-16 00:00:00,2007-06-08 00:00:00,DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,21.15,Denied,0.0,Deny,38.0,21.15
2004120668622,2004-10-20 00:00:00,2004-10-14 00:00:00,MHT,Manchester Regional Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,21.0,Approved,21.0,Approve in Full,6.0,0.0
2005011673744,2004-11-18 00:00:00,2004-11-15 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,700.0,Denied,0.0,Deny,3.0,700.0
2004051151099,2004-05-10 00:00:00,2004-04-06 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,113.14,Settled,56.57,Settle,34.0,56.57
2006020600971,2006-01-31 00:00:00,2005-11-08 00:00:00,BOI,Boise Air Terminal/Gowen Field,America West,Passenger Property Loss,Checkpoint,Luggage (all types including footlockers),85.02,Approved,85.02,Approve in Full,84.0,0.0
2005060685864,2005-05-31 00:00:00,2005-05-07 00:00:00,RIC,Richmond International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,75.0,Denied,0.0,Deny,24.0,75.0
0618091L,2003-05-14 00:00:00,2003-05-21 00:00:00,JAX,Jacksonville International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,21.19,Denied,0.0,Deny,-7.0,21.19
2009081962734,2009-08-14 00:00:00,2009-07-20 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Medicines,170.0,Denied,0.0,Deny,25.0,170.0
2007042324366,2007-04-19 00:00:00,2007-03-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Settled,49.0,Settle,33.0,21.0
2005100594085,2005-09-29 00:00:00,2005-07-04 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),432.99,Denied,0.0,Deny,87.0,432.99
2005121397634,2005-12-05 00:00:00,2005-11-28 00:00:00,RDU,Raleigh-Durham International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,457.25,Settled,167.25,Settle,7.0,290.0
2008101551162,2008-10-14 00:00:00,2008-09-17 00:00:00,LIH,Lihue Airport,Hawaiian Airlines,Property Damage,Checkpoint,Briefcases,100.0,Denied,0.0,Deny,27.0,100.0
2006010398665,2005-12-23 00:00:00,2005-07-09 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),330.0,Settled,50.0,Settle,167.0,280.0
2007031422259,2007-03-08 00:00:00,2006-12-25 00:00:00,ERI,Erie International,USAir,Passenger Property Loss,Checked Baggage,Locks,5.47,Denied,0.0,Deny,73.0,5.47
2006080910635,2006-07-31 00:00:00,2006-05-04 00:00:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Electrical and Gas Appliances Minor - $200 or less (humidifiers; tv's; etc),832.61,Denied,0.0,Deny,88.0,832.61
2005121297491,2005-12-02 00:00:00,2005-10-10 00:00:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,112.9,Settled,39.95,Settle,53.0,72.95
0325016L,2003-03-25 00:00:00,2003-02-23 00:00:00,MCO,Orlando International Airport,America West,Passenger Property Loss,Other,Clothing - Shoes; belts; accessories; etc.,5000.0,Settled,4937.4,Settle,30.0,62.600000000000364
2007120335922,2007-12-03 00:00:00,2007-11-13 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,32.16,Approved,32.16,Approve in Full,20.0,0.0
2008031441054,2008-03-06 00:00:00,2008-03-01 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,50.0,Approved,50.0,Approve in Full,5.0,0.0
2005050984306,2005-05-06 00:00:00,2005-03-24 00:00:00,LAS,McCarran International,American Airlines,Property Damage,Checkpoint,Computer - Laptop,397.74,Denied,0.0,Deny,43.0,397.74
2005110995876,2005-11-01 00:00:00,2005-10-22 00:00:00,ELP,El Paso International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,179.19,Approved,179.19,Approve in Full,10.0,0.0
2007110534508,2007-11-01 00:00:00,2007-09-24 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,150.0,Settled,75.0,Settle,38.0,75.0
2009033157055,2009-03-13 00:00:00,2009-03-08 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,477.0,Denied,0.0,Deny,5.0,477.0
2006010999178,2006-01-04 00:00:00,2005-12-19 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,239.68,Denied,0.0,Deny,16.0,239.68
2007032222720,2007-03-19 00:00:00,2007-03-09 00:00:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Settled,25.0,Settle,10.0,25.0
2006022702200,2006-02-23 00:00:00,2006-01-27 00:00:00,FWA,Ft. Wayne Municipal- Baer Field,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,27.0,Approved,27.0,Approve in Full,27.0,0.0
2005032178930,2005-03-02 00:00:00,2004-09-02 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),289.0,Denied,0.0,Deny,181.0,289.0
2006031503160,2006-03-10 00:00:00,2006-01-08 00:00:00,BHM,Birmingham International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),385.0,Denied,0.0,Deny,61.0,385.0
2005041482528,2005-04-12 00:00:00,2005-03-02 00:00:00,DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Currency,30.0,Denied,0.0,Deny,41.0,30.0
2008121953562,2008-12-15 00:00:00,2008-11-23 00:00:00,BOS,Boston (Logan) International Airport,Spirit Airlines,Property Damage,Checked Baggage,MP3 Players-(iPods; etc); Other,313.96,Settled,289.97,Settle,22.0,23.989999999999952
2006051105921,2006-05-05 00:00:00,2006-02-28 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,21.4,Approved,21.4,Approve in Full,66.0,0.0
2004120768714,2004-10-22 00:00:00,2004-10-15 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,180.0,Denied,0.0,Deny,7.0,180.0
1009117M,2003-10-09 00:00:00,2003-07-21 00:00:00,SNA,John Wayne,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),790.0,Denied,0.0,Deny,80.0,790.0
2005102795302,2005-10-20 00:00:00,2005-09-18 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cell Phones,32.46,Approved,32.46,Approve in Full,32.0,0.0
2005011073357,2004-12-21 00:00:00,2004-12-06 00:00:00,SYR,Syracuse-Hancock International,UAL,Passenger Property Loss,Checked Baggage,Locks,8.11,Approved,8.11,Approve in Full,15.0,0.0
2007122636925,2007-12-19 00:00:00,2007-11-16 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),134.96,Approved,134.96,Approve in Full,33.0,0.0
2005032279156,2005-02-23 00:00:00,2005-02-15 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,8.0,150.0
2005072589613,2005-07-22 00:00:00,2005-07-11 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Other,Currency,450.0,Settled,71.74,Settle,11.0,378.26
2006031403052,2006-03-07 00:00:00,2006-01-06 00:00:00,HNL,Honolulu International Airport,Aloha Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,350.0,Approved,350.0,Approve in Full,60.0,0.0
2007121036295,2007-12-07 00:00:00,2007-12-06 00:00:00,PHX,Phoenix Sky Harbor International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; MP3 Players-(iPods; etc); Other,369.94,Denied,0.0,Deny,1.0,369.94
2008031140808,2008-05-02 00:00:00,2007-11-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),39.99,Denied,0.0,Deny,162.0,39.99
2008010337208,2007-12-28 00:00:00,2007-12-02 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses),350.0,Denied,0.0,Deny,26.0,350.0
2006032703738,2006-03-21 00:00:00,2006-02-23 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,515.0,Denied,0.0,Deny,26.0,515.0
2007041223846,2007-04-09 00:00:00,2007-03-18 00:00:00,HTS,Tri-State; Huntington,USAir,Property Damage,Checked Baggage,Jewelry - Costume,25.5,Approved,25.5,Approve in Full,22.0,0.0
2006052406918,2006-05-23 00:00:00,2006-04-28 00:00:00,STL,Lambert St. Louis International,USAir,Property Damage,Checked Baggage,Jewelry - Fine,50.0,Approved,50.0,Approve in Full,25.0,0.0
2005121497749,2005-12-08 00:00:00,2005-11-07 00:00:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),160.0,Denied,0.0,Deny,31.0,160.0
2008101651225,2008-10-22 00:00:00,2008-09-10 00:00:00,BUF,Buffalo Niagara International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,42.0,100.0
2005060986102,2005-06-01 00:00:00,2005-05-21 00:00:00,PHX,Phoenix Sky Harbor International,American West,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,230.0,Denied,0.0,Deny,11.0,230.0
2005032279135,2005-03-16 00:00:00,2005-02-05 00:00:00,MIA,Miami International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,90.0,Approved,90.0,Approve in Full,39.0,0.0
2009051458600,2009-04-23 00:00:00,2009-01-05 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,50.0,Settle,108.0,50.0
2008081148337,2008-08-11 00:00:00,2008-07-31 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,29.99,Settled,15.0,Settle,11.0,14.989999999999998
2008030640578,2008-04-14 00:00:00,2008-01-27 00:00:00,BUF,Buffalo Niagara International,USAir,Property Damage,Checked Baggage,Computer - Laptop,324.0,Denied,0.0,Deny,78.0,324.0
2004121769227,2004-10-26 00:00:00,2004-10-10 00:00:00,SMF,Sacramento International Airport,American Airlines,Property Damage,Checked Baggage,Cameras - Digital,89.97,Approved,89.97,Approve in Full,16.0,0.0
2009051358566,2009-05-14 00:00:00,2009-04-13 00:00:00,JAX,Jacksonville International,AirTran Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),150.0,Denied,0.0,Deny,31.0,150.0
0815087M,2003-08-15 00:00:00,2003-07-18 00:00:00,LGB,Long Beach,Jet Blue,Property Damage,Checkpoint,Other,40.85,Approved,41.0,Approve in Full,28.0,-0.14999999999999858
2004071959730,2004-07-06 00:00:00,2004-05-28 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Settled,50.0,Settle,39.0,70.0
2004070658457,2004-06-16 00:00:00,2004-06-03 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,119.35,Settled,59.68,Settle,13.0,59.669999999999995
2006052506997,2006-05-23 00:00:00,2006-04-10 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,135.0,Approved,135.0,Approve in Full,43.0,0.0
0702061M,2003-07-02 00:00:00,2003-06-24 00:00:00,MDT,Harrisburg International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Denied,0.0,Deny,8.0,10.0
2007082330707,2007-08-21 00:00:00,2007-04-30 00:00:00,AVL,Asheville Regional Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),119.99,Settled,50.0,Settle,113.0,69.99
2006112216015,2006-11-09 00:00:00,2006-09-25 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Property Damage,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,77.56,Denied,0.0,Deny,45.0,77.56
0925212M,2003-09-25 00:00:00,2003-07-03 00:00:00,HOU,William P. Hobby,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),65.0,Settled,32.5,Settle,84.0,32.5
2005031077528,2005-02-28 00:00:00,2004-10-21 00:00:00,EWR,Newark International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,177.5,Settled,75.0,Settle,130.0,102.5
2006121116908,2006-12-05 00:00:00,2006-11-22 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,270.0,Settled,135.0,Settle,13.0,135.0
2008102051302,2008-10-15 00:00:00,2008-09-26 00:00:00,SEA,Seattle-Tacoma International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,32.32,Denied,0.0,Deny,19.0,32.32
2009081962746,2009-08-14 00:00:00,2009-07-11 00:00:00,BMI,Bloomington-Normal Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones,492.86,Denied,0.0,Deny,34.0,492.86
1205386M,2003-12-05 00:00:00,2003-10-23 00:00:00,LAS,McCarran International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Denied,0.0,Deny,43.0,125.0
0515015L,2003-05-15 00:00:00,2003-04-19 00:00:00,SEA,Seattle-Tacoma International,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,214.42,Denied,0.0,Deny,26.0,214.42
0625062M,2003-06-25 00:00:00,2003-05-13 00:00:00,PHL,Philadelphia International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,100.0,Settled,50.0,Settle,43.0,50.0
2008050543815,2008-05-02 00:00:00,2008-04-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,534.16,Denied,0.0,Deny,9.0,534.16
2005110195491,2005-10-24 00:00:00,2005-10-17 00:00:00,KOA,Kona International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,85.0,Approved,85.0,Approve in Full,7.0,0.0
2007042624514,2007-04-23 00:00:00,2007-03-27 00:00:00,PHX,Phoenix Sky Harbor International,Frontier Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),199.95,Denied,0.0,Deny,27.0,199.95
2004092063164,2004-09-20 00:00:00,2004-08-07 00:00:00,MSY,New Orleans International,Delta Air Lines,Property Damage,Checked Baggage,Other,30.0,Denied,0.0,Deny,44.0,30.0
2005010572875,2004-11-18 00:00:00,2004-10-24 00:00:00,MKE,General Mitchell International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,369.0,Settled,331.02,Settle,25.0,37.98000000000002
2008100950981,2008-10-08 00:00:00,2008-10-02 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Passenger Property Loss,Checkpoint,GPS - Global Positioning System,209.99,Approved,209.99,Approve in Full,6.0,0.0
2009092564035,2009-09-23 00:00:00,2009-08-29 00:00:00,OKC,Will Rogers World,American Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,58.18,Denied,0.0,Deny,25.0,58.18
2004060855147,2004-05-13 00:00:00,2004-04-01 00:00:00,LAX,Los Angeles International Airport,Qantus Airways,Property Damage,Checked Baggage,Locks,99.99,Approved,99.99,Approve in Full,42.0,0.0
2008091650004,2008-09-09 00:00:00,2008-08-24 00:00:00,ANC,Ted Stevens Anchorage International Airport,Northwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),89.99,Approved,89.99,Approve in Full,16.0,0.0
2004060154056,2004-04-21 00:00:00,2004-03-23 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,15.98,Approved,15.98,Approve in Full,29.0,0.0
2005082491352,2005-08-16 00:00:00,2005-06-28 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,159.0,Denied,0.0,Deny,49.0,159.0
2004121469043,2004-10-20 00:00:00,2004-08-24 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),330.0,Approved,330.0,Approve in Full,57.0,0.0
2006082211343,2006-08-17 00:00:00,2006-08-08 00:00:00,IAD,Washington Dulles International,Lufthansa,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),241.49,Denied,0.0,Deny,9.0,241.49
2009081062476,2009-08-10 00:00:00,2009-08-02 00:00:00,CRW,Yeager; Charleston,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),72.75,Denied,0.0,Deny,8.0,72.75
2006060507340,2006-05-31 00:00:00,2006-05-04 00:00:00,SAT,San Antonio International,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),26.49,Denied,0.0,Deny,27.0,26.49
2008031841194,2008-03-12 00:00:00,2008-02-22 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Paintings and Pictures (including frames; etchings; photos; etc),485.0,Denied,0.0,Deny,19.0,485.0
